Nodule ID,Actual [1],Actual [2],Actual [3],Actual [4],Actual [5],Predicted [1],Predicted [2],Predicted [3],Predicted [4],Predicted [5],|Training Data: (d = 25 || np = 24 || nc = 12 || k = 6)|
1.0,0,0,1,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
3.0,1,0,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
4.0,0,0,1,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
5.0,0,0,1,0,0,0.0,0.4,0.4,0.2,0.0
6.0,1,0,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
7.0,0,0,1,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
8.0,1,0,0,0,0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
17.0,0,0,0,1,0,0.0,0.4,0.4,0.2,0.0
20.0,0,1,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
23.0,0,0,0,1,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
25.0,1,0,0,0,0,0.0,0.4,0.4,0.2,0.0
27.0,0,1,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
33.0,1,0,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
34.0,0,0,0,0,1,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
35.0,0,0,0,1,0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
36.0,0,0,1,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
37.0,0,0,0,1,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
43.0,0,0,1,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
47.0,0,1,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
48.0,0,0,1,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
50.0,0,0,0,0,1,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
51.0,0,0,0,0,1,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
52.0,0,1,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
53.0,0,1,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
58.0,0,1,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
60.0,0,0,0,0,1,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
62.0,0,1,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
65.0,0,0,0,0,1,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
71.0,0,0,1,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
77.0,0,0,1,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
79.0,0,1,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
87.0,0,0,1,0,0,0.0,0.4,0.4,0.2,0.0
88.0,0,0,1,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
89.0,0,0,0,0,1,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
92.0,0,0,0,0,1,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
96.0,0,0,0,0,1,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
98.0,0,0,0,0,1,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
101.0,0,0,1,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
102.0,1,0,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
103.0,0,0,1,0,0,0.0,0.4,0.4,0.2,0.0
104.0,0,0,0,1,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
105.0,0,0,0,0,1,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334
106.0,0,1,0,0,0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0
110.0,0,1,0,0,0,0.0,0.4,0.4,0.2,0.0
